name,type,company_name,registration_date,status
"TARIK MOHAMED SULTAN AL-JUNAIDI","legal representatives","MAZYONAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"HASSAN KHAMIS ALI AL AJMI","judicial representatives","MAZYONAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"ABDUL MALIK ABDUL KARIM EIDOK AL BALUSHI","judicial representatives","MAZYONAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"TARIK MOHAMED SULTAN AL-JUNAIDI","judicial representatives","MAZYONAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"HASSAN KHAMIS ALI AL AJMI",directors,"MARBAT MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"ABDUL MALIK ABDUL KARIM EIDOK AL BALUSHI",directors,"MARBAT MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"TARIK MOHAMED SULTAN AL-JUNAIDI",directors,"MARBAT MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"HASSAN KHAMIS ALI AL AJMI","legal representatives","MARBAT MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"ABDUL MALIK ABDUL KARIM EIDOK AL BALUSHI","legal representatives","MARBAT MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"TARIK MOHAMED SULTAN AL-JUNAIDI","legal representatives","MARBAT MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"HASSAN KHAMIS ALI AL AJMI","judicial representatives","MARBAT MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"ABDUL MALIK ABDUL KARIM EIDOK AL BALUSHI","judicial representatives","MARBAT MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"TARIK MOHAMED SULTAN AL-JUNAIDI","judicial representatives","MARBAT MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"HASSAN KHAMIS ALI AL AJMI",directors,"MANAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"ABDUL MALIK ABDUL KARIM EIDOK AL BALUSHI",directors,"MANAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"TARIK MOHAMED SULTAN AL-JUNAIDI",directors,"MANAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"HASSAN KHAMIS ALI AL AJMI","legal representatives","MANAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"ABDUL MALIK ABDUL KARIM EIDOK AL BALUSHI","legal representatives","MANAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"TARIK MOHAMED SULTAN AL-JUNAIDI","legal representatives","MANAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"HASSAN KHAMIS ALI AL AJMI","judicial representatives","MANAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"ABDUL MALIK ABDUL KARIM EIDOK AL BALUSHI","judicial representatives","MANAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"TARIK MOHAMED SULTAN AL-JUNAIDI","judicial representatives","MANAH MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"HUDA AL LAWATI",directors,"OLEA SPV LIMITED",12/02/2016,NULL
"HUDA AL LAWATI","legal representatives","OLEA SPV LIMITED",12/02/2016,NULL
"HUDA AL LAWATI","judicial representatives","OLEA SPV LIMITED",12/02/2016,NULL
"KHALIL ALI MAL ALLAH AL BALUSHI",directors,"SEEB MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"TARIK MOHAMED SULTAN AL-JUNAIDI",directors,"SEEB MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"KHALIL ALI MAL ALLAH AL BALUSHI","legal representatives","SEEB MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"TARIK MOHAMED SULTAN AL-JUNAIDI","legal representatives","SEEB MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"KHALIL ALI MAL ALLAH AL BALUSHI","judicial representatives","SEEB MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"TARIK MOHAMED SULTAN AL-JUNAIDI","judicial representatives","SEEB MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
"KHALIL ALI MAL ALLAH AL BALUSHI",secretaries,"SEEB MARITIME TRANSPORTATION COMPANY LIMITED",10/01/2008,NULL
